Employee ID,Employee Type,Department,Workplace Factor,Stress Level,Burnout Frequency,Job Satisfaction,Access to EAPs,Mental Health Absences,Turnover Intention
HCP-01186,Laboratory Technician,Laboratory,Career Stagnation,6,Occasionally,1,Yes,5,Yes
HCP-01187,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,3,Yes,3,No
HCP-01188,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-01189,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,No,5,Yes
HCP-01190,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,3,Yes,8,Yes
HCP-01191,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,2,Yes,6,Yes
HCP-01192,Medical Assistant,Outpatient Services,Heavy Workload,7,Never,3,No,8,No
HCP-01193,Critical Care Nurse,ICU,Poor Work Environment,6,Often,2,No,6,No
HCP-01194,Medical Assistant,Outpatient Services,Career Stagnation,5,Occasionally,3,No,2,No
HCP-01195,Registered Nurse,General Medicine,Poor Work Environment,6,Often,3,Yes,5,No
HCP-01196,Radiology Technician,Radiology,Safety Concerns,7,Occasionally,1,No,11,Yes
HCP-01197,Laboratory Technician,Laboratory,Safety Concerns,9,Often,2,Yes,11,Yes
HCP-01198,Laboratory Technician,Laboratory,Career Stagnation,4,Never,4,Yes,8,No
HCP-01199,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,No,15,Yes
HCP-01200,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,6,Yes
HCP-01201,Healthcare Administrator,Administration,Poor Work Environment,6,Often,1,Yes,5,Yes
HCP-01202,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-01203,Registered Nurse,General Medicine,Career Stagnation,5,Never,4,No,6,Yes
HCP-01204,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-01205,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,1,Yes,12,Yes
HCP-01206,Healthcare Administrator,Administration,Job Insecurity,7,Never,1,Yes,4,Yes
HCP-01207,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-01208,Physician (General),General Practice,Heavy Workload,8,Occasionally,2,No,14,Yes
HCP-01209,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,1,Yes,5,Yes
HCP-01210,Laboratory Technician,Laboratory,Safety Concerns,8,Occasionally,1,Yes,8,Yes
HCP-01211,Physician (General),General Practice,Heavy Workload,7,Often,2,No,12,Yes
HCP-01212,Physician (General),General Practice,Heavy Workload,9,Occasionally,2,Yes,9,Yes
HCP-01213,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-01214,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,4,Yes,5,No
HCP-01215,Nursing Assistant,Assisted Living,Emotional Demands,8,Occasionally,2,No,7,Yes
HCP-01216,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,1,Yes,6,Yes
HCP-01217,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,Yes,9,Yes
HCP-01218,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,3,Yes,4,Yes
HCP-01219,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,10,Yes
HCP-01220,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,No,10,Yes
HCP-01221,Laboratory Technician,Laboratory,Career Stagnation,4,Occasionally,3,No,6,No
HCP-01222,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,3,Yes,3,No
HCP-01223,Physician (General),General Practice,Heavy Workload,9,Occasionally,3,Yes,6,Yes
HCP-01224,Laboratory Technician,Laboratory,Safety Concerns,9,Often,2,No,9,Yes
HCP-01225,Physician (General),General Practice,Heavy Workload,8,Never,2,Yes,9,Yes
HCP-01226,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,3,Yes,3,No
HCP-01227,Pediatric Nurse,Pediatrics,Heavy Workload,9,Occasionally,2,No,13,Yes
HCP-01228,Critical Care Nurse,ICU,Work-Life Imbalance,9,Often,1,Yes,8,Yes
HCP-01229,Laboratory Technician,Laboratory,Career Stagnation,4,Never,2,Yes,3,No
HCP-01230,Physician (General),General Practice,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-01231,Radiology Technician,Radiology,Poor Work Environment,8,Occasionally,2,No,10,Yes
HCP-01232,Registered Nurse,General Medicine,Career Stagnation,5,Never,2,Yes,3,Yes
HCP-01233,Registered Nurse,General Medicine,Heavy Workload,7,Often,2,No,10,Yes
HCP-01234,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,3,No,4,No
HCP-01235,Nursing Assistant,Assisted Living,Heavy Workload,7,Often,2,No,7,Yes
HCP-01236,Pediatric Nurse,Pediatrics,Unclear Job Expectations,5,Occasionally,2,No,7,Yes
HCP-01237,Radiology Technician,Radiology,Poor Work Environment,7,Never,4,Yes,6,Yes
HCP-01238,Physician (General),General Practice,Work-Life Imbalance,9,Often,1,No,5,Yes
HCP-01239,Laboratory Technician,Laboratory,Career Stagnation,4,Occasionally,3,Yes,5,No
HCP-01240,Registered Nurse,General Medicine,Work-Life Imbalance,7,Often,1,No,5,Yes
HCP-01241,Radiology Technician,Radiology,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-01242,Healthcare Administrator,Administration,Career Stagnation,6,Occasionally,2,Yes,6,Yes
HCP-01243,Healthcare Administrator,Administration,Poor Work Environment,6,Occasionally,1,Yes,6,Yes
HCP-01244,Healthcare Administrator,Administration,Poor Work Environment,7,Occasionally,2,No,12,Yes
HCP-01245,Healthcare Administrator,Administration,Poor Work Environment,6,Occasionally,2,Yes,5,No
HCP-01246,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,3,Yes,9,No
HCP-01247,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,4,No,9,No
HCP-01248,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,1,Yes,8,Yes
HCP-01249,Radiology Technician,Radiology,Career Stagnation,4,Occasionally,2,Yes,6,Yes
HCP-01250,Medical Assistant,Outpatient Services,Poor Work Environment,8,Never,1,Yes,8,No
HCP-01251,Healthcare Administrator,Administration,Career Stagnation,5,Never,4,Yes,6,No
HCP-01252,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,1,Yes,10,Yes
HCP-01253,Registered Nurse,General Medicine,Heavy Workload,9,Never,1,No,15,Yes
HCP-01254,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,Yes,8,Yes
HCP-01255,Nursing Assistant,Assisted Living,Heavy Workload,8,Never,2,Yes,10,No
HCP-01256,Physician (General),General Practice,Work-Life Imbalance,9,Often,1,Yes,9,Yes
HCP-01257,Registered Nurse,General Medicine,Poor Work Environment,6,Often,1,No,11,No
HCP-01258,Physician (Specialist),Specialty Care,Heavy Workload,8,Never,2,Yes,9,Yes
HCP-01259,Registered Nurse,General Medicine,Work-Life Imbalance,9,Never,2,Yes,9,Yes
HCP-01260,Medical Assistant,Outpatient Services,Poor Work Environment,6,Often,3,Yes,6,No
HCP-01261,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,No,10,No
HCP-01262,Healthcare Administrator,Administration,Job Insecurity,5,Occasionally,3,No,7,No
HCP-01263,Critical Care Nurse,ICU,Heavy Workload,9,Often,3,Yes,8,Yes
HCP-01264,Physician (General),General Practice,Safety Concerns,8,Often,2,Yes,7,Yes
HCP-01265,Registered Nurse,General Medicine,Work-Life Imbalance,9,Occasionally,2,Yes,12,Yes
HCP-01266,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-01267,Pediatric Nurse,Pediatrics,Work-Life Imbalance,8,Often,1,Yes,6,Yes
HCP-01268,Physician (General),General Practice,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-01269,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,3,Yes,10,No
HCP-01270,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,2,No,7,Yes
HCP-01271,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,2,Yes,4,Yes
HCP-01272,Radiology Technician,Radiology,Heavy Workload,7,Often,1,Yes,4,Yes
HCP-01273,Healthcare Administrator,Administration,Career Stagnation,5,Often,3,Yes,1,No
HCP-01274,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,Yes,4,No
HCP-01275,Physician (Specialist),Specialty Care,Heavy Workload,7,Often,2,Yes,4,No
HCP-01276,Registered Nurse,General Medicine,Poor Work Environment,7,Never,1,Yes,9,Yes
HCP-01277,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,No,9,Yes
HCP-01278,Laboratory Technician,Laboratory,Safety Concerns,8,Often,2,No,8,Yes
HCP-01279,Registered Nurse,General Medicine,Work-Life Imbalance,9,Occasionally,1,No,6,Yes
HCP-01280,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,1,Yes,7,Yes
HCP-01281,Medical Assistant,Outpatient Services,Work-Life Imbalance,7,Occasionally,2,No,3,Yes
HCP-01282,Nursing Assistant,Assisted Living,Emotional Demands,6,Often,2,Yes,5,No
HCP-01283,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,2,Yes,13,Yes
HCP-01284,Registered Nurse,General Medicine,Poor Work Environment,6,Occasionally,4,Yes,7,No
HCP-01285,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,1,Yes,8,Yes
HCP-01286,Physician (Specialist),Specialty Care,Heavy Workload,7,Occasionally,4,No,11,No
HCP-01287,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,2,Yes,7,Yes
HCP-01288,Pediatric Nurse,Pediatrics,Heavy Workload,8,Often,1,Yes,6,Yes
HCP-01289,Registered Nurse,General Medicine,Unclear Job Expectations,5,Never,2,Yes,8,Yes
HCP-01290,Registered Nurse,General Medicine,Heavy Workload,9,Never,2,No,7,No
HCP-01291,Pediatric Nurse,Pediatrics,Heavy Workload,8,Occasionally,4,No,8,Yes
HCP-01292,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,Yes,8,Yes
HCP-01293,Medical Assistant,Outpatient Services,Career Stagnation,5,Occasionally,3,Yes,3,No
HCP-01294,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,No,12,Yes
HCP-01295,Healthcare Administrator,Administration,Job Insecurity,5,Never,4,Yes,4,No
HCP-01296,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,2,Yes,8,Yes
HCP-01297,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,Yes,9,Yes
HCP-01298,Registered Nurse,General Medicine,Heavy Workload,7,Often,2,Yes,6,Yes
HCP-01299,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,1,Yes,12,Yes
HCP-01300,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,Yes,6,Yes
HCP-01301,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,3,Yes,9,No
HCP-01302,Laboratory Technician,Laboratory,Safety Concerns,7,Occasionally,4,No,12,No
HCP-01303,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,3,Yes,11,Yes
HCP-01304,Physician (Specialist),Specialty Care,Heavy Workload,7,Occasionally,3,Yes,7,No
HCP-01305,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,1,Yes,5,Yes
HCP-01306,Radiology Technician,Radiology,Poor Work Environment,6,Occasionally,3,Yes,10,No
HCP-01307,Nursing Assistant,Assisted Living,Heavy Workload,9,Occasionally,1,Yes,8,Yes
HCP-01308,Healthcare Administrator,Administration,Career Stagnation,4,Never,2,No,3,Yes
HCP-01309,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,4,Yes,8,Yes
HCP-01310,Healthcare Administrator,Administration,Job Insecurity,5,Occasionally,4,Yes,3,No
HCP-01311,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,Yes,8,Yes
HCP-01312,Radiology Technician,Radiology,Poor Work Environment,7,Often,3,Yes,5,No
HCP-01313,Physician (Specialist),Specialty Care,Heavy Workload,8,Never,5,No,9,No
HCP-01314,Healthcare Administrator,Administration,Career Stagnation,6,Occasionally,3,Yes,7,Yes
HCP-01315,Physician (General),General Practice,Heavy Workload,9,Occasionally,2,No,12,Yes
HCP-01316,Medical Assistant,Outpatient Services,Career Stagnation,5,Occasionally,4,No,7,No
HCP-01317,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,1,Yes,9,Yes
HCP-01318,Nursing Assistant,Assisted Living,Emotional Demands,7,Often,1,Yes,7,Yes
HCP-01319,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,3,Yes,6,Yes
HCP-01320,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,10,Yes
HCP-01321,Registered Nurse,General Medicine,Poor Work Environment,7,Often,1,Yes,7,Yes
HCP-01322,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,7,Yes
HCP-01323,Radiology Technician,Radiology,Poor Work Environment,6,Often,1,Yes,6,Yes
HCP-01324,Registered Nurse,General Medicine,Heavy Workload,7,Often,3,Yes,5,No
HCP-01325,Laboratory Technician,Laboratory,Safety Concerns,9,Often,2,No,9,Yes
HCP-01326,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,2,Yes,6,Yes
HCP-01327,Registered Nurse,General Medicine,Unclear Job Expectations,5,Never,5,Yes,3,Yes
HCP-01328,Healthcare Administrator,Administration,Career Stagnation,4,Never,5,Yes,6,No
HCP-01329,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,2,Yes,10,Yes
HCP-01330,Physician (Specialist),Specialty Care,Poor Work Environment,6,Often,3,Yes,3,Yes
HCP-01331,Medical Assistant,Outpatient Services,Poor Work Environment,8,Occasionally,2,Yes,8,Yes
HCP-01332,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,2,Yes,5,Yes
HCP-01333,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,7,Yes
HCP-01334,Laboratory Technician,Laboratory,Poor Work Environment,8,Often,2,Yes,5,Yes
HCP-01335,Laboratory Technician,Laboratory,Safety Concerns,7,Occasionally,3,Yes,8,No
HCP-01336,Nursing Assistant,Assisted Living,Emotional Demands,7,Often,2,No,4,No
HCP-01337,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,No,9,Yes
HCP-01338,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,1,Yes,5,Yes
HCP-01339,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,10,Yes
HCP-01340,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,No,8,Yes
HCP-01341,Critical Care Nurse,ICU,Heavy Workload,8,Never,2,Yes,7,No
HCP-01342,Physician (General),General Practice,Work-Life Imbalance,7,Often,2,No,8,No
HCP-01343,Radiology Technician,Radiology,Poor Work Environment,7,Often,2,No,9,Yes
HCP-01344,Nursing Assistant,Assisted Living,Poor Work Environment,8,Often,2,Yes,8,Yes
HCP-01345,Nursing Assistant,Assisted Living,Heavy Workload,8,Occasionally,2,Yes,7,No
HCP-01346,Physician (General),General Practice,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-01347,Critical Care Nurse,ICU,Heavy Workload,9,Occasionally,3,Yes,5,Yes
HCP-01348,Pediatric Nurse,Pediatrics,Work-Life Imbalance,7,Never,5,No,5,Yes
HCP-01349,Laboratory Technician,Laboratory,Poor Work Environment,6,Occasionally,4,No,10,No
HCP-01350,Registered Nurse,General Medicine,Poor Work Environment,8,Occasionally,2,Yes,7,Yes
HCP-01351,Radiology Technician,Radiology,Safety Concerns,8,Never,2,Yes,6,Yes
HCP-01352,Medical Assistant,Outpatient Services,Heavy Workload,7,Often,2,Yes,4,Yes
HCP-01353,Physician (General),General Practice,Heavy Workload,8,Never,5,Yes,4,No
HCP-01354,Nursing Assistant,Assisted Living,Emotional Demands,7,Often,1,Yes,5,Yes
HCP-01355,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,1,No,13,Yes
HCP-01356,Radiology Technician,Radiology,Heavy Workload,7,Often,1,Yes,5,Yes
HCP-01357,Radiology Technician,Radiology,Poor Work Environment,6,Never,4,Yes,6,No
HCP-01358,Physician (General),General Practice,Heavy Workload,9,Often,1,Yes,7,Yes
HCP-01359,Critical Care Nurse,ICU,Safety Concerns,9,Occasionally,1,Yes,10,Yes
HCP-01360,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,7,No
HCP-01361,Radiology Technician,Radiology,Safety Concerns,9,Occasionally,2,Yes,6,No
HCP-01362,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,Yes,7,Yes
HCP-01363,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,1,No,15,No
HCP-01364,Medical Assistant,Outpatient Services,Heavy Workload,8,Occasionally,1,Yes,11,Yes
HCP-01365,Nursing Assistant,Assisted Living,Heavy Workload,8,Never,2,Yes,8,Yes
HCP-01366,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,No,10,Yes
HCP-01367,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,No,10,Yes
HCP-01368,Radiology Technician,Radiology,Safety Concerns,9,Occasionally,3,Yes,9,Yes
HCP-01369,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-01370,Registered Nurse,General Medicine,Work-Life Imbalance,9,Never,2,No,12,Yes
HCP-01371,Laboratory Technician,Laboratory,Poor Work Environment,8,Often,2,Yes,8,No
HCP-01372,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,7,No
HCP-01373,Radiology Technician,Radiology,Heavy Workload,9,Often,1,Yes,6,Yes
HCP-01374,Physician (Specialist),Specialty Care,Heavy Workload,8,Often,1,Yes,7,No
HCP-01375,Registered Nurse,General Medicine,Heavy Workload,9,Never,2,Yes,10,No
HCP-01376,Radiology Technician,Radiology,Safety Concerns,8,Occasionally,2,Yes,7,Yes
HCP-01377,Physician (General),General Practice,Work-Life Imbalance,9,Occasionally,1,No,11,Yes
HCP-01378,Physician (Specialist),Specialty Care,Heavy Workload,8,Often,2,No,9,No
HCP-01379,Pediatric Nurse,Pediatrics,Work-Life Imbalance,7,Occasionally,3,No,5,Yes
HCP-01380,Medical Assistant,Outpatient Services,Work-Life Imbalance,7,Often,3,Yes,6,No
HCP-01381,Registered Nurse,General Medicine,Poor Work Environment,7,Never,2,Yes,4,Yes
HCP-01382,Pediatric Nurse,Pediatrics,Emotional Demands,7,Occasionally,3,No,5,No
HCP-01383,Laboratory Technician,Laboratory,Safety Concerns,8,Often,1,Yes,10,Yes
HCP-01384,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,Yes,8,Yes
HCP-01385,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,6,Yes
HCP-01386,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,2,Yes,11,Yes
HCP-01387,Healthcare Administrator,Administration,Poor Work Environment,6,Never,4,Yes,7,No
HCP-01388,Registered Nurse,General Medicine,Poor Work Environment,8,Often,1,Yes,7,Yes
HCP-01389,Laboratory Technician,Laboratory,Safety Concerns,9,Occasionally,2,No,12,Yes
HCP-01390,Physician (General),General Practice,Work-Life Imbalance,8,Never,2,Yes,7,Yes
HCP-01391,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,3,No,6,No
HCP-01392,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,1,No,10,Yes
HCP-01393,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,4,Yes,6,No
HCP-01394,Physician (Specialist),Specialty Care,Heavy Workload,9,Occasionally,3,No,11,Yes
HCP-01395,Critical Care Nurse,ICU,Work-Life Imbalance,9,Often,2,Yes,11,Yes
HCP-01396,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,2,Yes,5,Yes
HCP-01397,Physician (General),General Practice,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-01398,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,9,Yes
HCP-01399,Medical Assistant,Outpatient Services,Heavy Workload,8,Never,4,Yes,5,Yes
HCP-01400,Nursing Assistant,Assisted Living,Poor Work Environment,7,Often,2,Yes,7,Yes
HCP-01401,Registered Nurse,General Medicine,Poor Work Environment,6,Occasionally,3,Yes,6,No
HCP-01402,Registered Nurse,General Medicine,Work-Life Imbalance,8,Often,2,Yes,8,Yes
HCP-01403,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-01404,Nursing Assistant,Assisted Living,Poor Work Environment,7,Occasionally,3,Yes,11,No
HCP-01405,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,1,Yes,7,Yes
HCP-01406,Physician (General),General Practice,Unclear Job Expectations,5,Occasionally,4,No,9,No
HCP-01407,Healthcare Administrator,Administration,Career Stagnation,4,Never,4,Yes,1,No
HCP-01408,Healthcare Administrator,Administration,Career Stagnation,5,Never,4,No,8,Yes
HCP-01409,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,3,Yes,9,Yes
HCP-01410,Radiology Technician,Radiology,Heavy Workload,8,Often,1,Yes,8,No
HCP-01411,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,4,Yes,6,No
HCP-01412,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,8,Yes
HCP-01413,Critical Care Nurse,ICU,Safety Concerns,7,Often,2,No,9,Yes
HCP-01414,Registered Nurse,General Medicine,Heavy Workload,7,Often,2,Yes,10,Yes
HCP-01415,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,1,Yes,5,No
HCP-01416,Laboratory Technician,Laboratory,Safety Concerns,8,Often,1,Yes,6,No
HCP-01417,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,9,Yes
HCP-01418,Registered Nurse,General Medicine,Career Stagnation,4,Occasionally,4,No,5,No
HCP-01419,Physician (General),General Practice,Work-Life Imbalance,9,Often,1,Yes,8,Yes
HCP-01420,Laboratory Technician,Laboratory,Poor Work Environment,7,Occasionally,3,No,12,No
HCP-01421,Critical Care Nurse,ICU,Work-Life Imbalance,9,Often,2,Yes,3,Yes
HCP-01422,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,2,Yes,4,No
HCP-01423,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,Yes,5,Yes
HCP-01424,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,5,Yes
HCP-01425,Laboratory Technician,Laboratory,Safety Concerns,9,Often,1,No,18,Yes
HCP-01426,Laboratory Technician,Laboratory,Safety Concerns,8,Often,2,Yes,9,No
HCP-01427,Registered Nurse,General Medicine,Career Stagnation,4,Never,3,Yes,5,No
HCP-01428,Laboratory Technician,Laboratory,Career Stagnation,5,Occasionally,2,No,6,No
HCP-01429,Medical Assistant,Outpatient Services,Poor Work Environment,6,Occasionally,3,Yes,7,Yes
HCP-01430,Radiology Technician,Radiology,Poor Work Environment,7,Occasionally,2,Yes,3,Yes
HCP-01431,Physician (General),General Practice,Work-Life Imbalance,7,Occasionally,4,Yes,9,No
HCP-01432,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-01433,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-01434,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,2,Yes,8,Yes
HCP-01435,Registered Nurse,General Medicine,Poor Work Environment,8,Occasionally,2,No,10,Yes
HCP-01436,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,8,Yes
HCP-01437,Critical Care Nurse,ICU,Heavy Workload,8,Often,2,No,5,Yes
HCP-01438,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-01439,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,10,Yes
HCP-01440,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,1,No,7,Yes
HCP-01441,Laboratory Technician,Laboratory,Safety Concerns,7,Occasionally,2,No,12,Yes
HCP-01442,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,1,Yes,6,Yes
HCP-01443,Nursing Assistant,Assisted Living,Emotional Demands,6,Never,4,Yes,6,No
HCP-01444,Physician (General),General Practice,Heavy Workload,8,Often,2,No,14,Yes
HCP-01445,Radiology Technician,Radiology,Poor Work Environment,7,Never,3,No,6,No
HCP-01446,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,No,14,Yes
HCP-01447,Nursing Assistant,Assisted Living,Poor Work Environment,8,Often,2,Yes,11,No
HCP-01448,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,1,Yes,4,Yes
HCP-01449,Laboratory Technician,Laboratory,Safety Concerns,7,Often,3,Yes,5,No
HCP-01450,Nursing Assistant,Assisted Living,Emotional Demands,8,Often,1,No,7,Yes
HCP-01451,Physician (Specialist),Specialty Care,Heavy Workload,7,Often,3,Yes,9,Yes
HCP-01452,Medical Assistant,Outpatient Services,Career Stagnation,5,Never,4,Yes,7,Yes
HCP-01453,Radiology Technician,Radiology,Poor Work Environment,6,Never,2,No,12,Yes
HCP-01454,Medical Assistant,Outpatient Services,Poor Work Environment,7,Often,3,Yes,6,No
HCP-01455,Registered Nurse,General Medicine,Career Stagnation,6,Never,4,No,11,No
HCP-01456,Laboratory Technician,Laboratory,Safety Concerns,7,Often,1,Yes,6,No
HCP-01457,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,1,Yes,5,Yes
HCP-01458,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,10,Yes
HCP-01459,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,2,Yes,12,Yes
HCP-01460,Nursing Assistant,Assisted Living,Heavy Workload,9,Often,2,Yes,6,Yes
HCP-01461,Pediatric Nurse,Pediatrics,Heavy Workload,8,Never,3,Yes,5,Yes
HCP-01462,Nursing Assistant,Assisted Living,Emotional Demands,6,Often,2,Yes,6,Yes
HCP-01463,Registered Nurse,General Medicine,Career Stagnation,5,Never,4,No,9,No
HCP-01464,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,5,Yes
HCP-01465,Laboratory Technician,Laboratory,Career Stagnation,5,Never,3,Yes,5,Yes
HCP-01466,Registered Nurse,General Medicine,Heavy Workload,7,Never,5,Yes,5,Yes
HCP-01467,Laboratory Technician,Laboratory,Poor Work Environment,6,Occasionally,1,Yes,7,Yes
HCP-01468,Physician (General),General Practice,Heavy Workload,9,Occasionally,2,No,8,Yes
HCP-01469,Radiology Technician,Radiology,Heavy Workload,8,Often,2,Yes,9,Yes
HCP-01470,Healthcare Administrator,Administration,Poor Work Environment,8,Occasionally,2,Yes,7,Yes
HCP-01471,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,1,No,6,Yes
HCP-01472,Nursing Assistant,Assisted Living,Poor Work Environment,6,Occasionally,1,Yes,6,Yes
HCP-01473,Radiology Technician,Radiology,Poor Work Environment,8,Occasionally,2,Yes,4,Yes
HCP-01474,Physician (General),General Practice,Safety Concerns,8,Occasionally,4,No,8,No
HCP-01475,Critical Care Nurse,ICU,Poor Work Environment,8,Often,2,No,11,No
HCP-01476,Nursing Assistant,Assisted Living,Poor Work Environment,6,Never,3,Yes,2,No
HCP-01477,Healthcare Administrator,Administration,Poor Work Environment,7,Never,3,Yes,1,Yes
HCP-01478,Healthcare Administrator,Administration,Career Stagnation,5,Never,3,No,0,Yes
HCP-01479,Healthcare Administrator,Administration,Poor Work Environment,7,Occasionally,1,Yes,9,Yes
HCP-01480,Physician (General),General Practice,Heavy Workload,9,Often,1,No,10,Yes
HCP-01481,Healthcare Administrator,Administration,Poor Work Environment,7,Occasionally,2,No,7,Yes
